LabID,SiteLabel,SiteDescr,Site,Date,SampleType,Q_cfs,ROSS Turbidity,ROSS Time (MST),ROSS Field_DO_mgL,ROSS Field_Cond_µS/cm,ROSS Field_Temp_C,Turbidity,TSS,ChlA,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4
FCW 2494,COMO,COMO_090623,Comanche Outflow,6-Sep-23,NORM,,,,,,,10.43,9.27,2.81,3.16,0.3,7.01,245.94,30.26,1.85,0.07,0.5,0.67,3.55,0.04,0.34,0.44,0,1.3
FCW 2495,COMO,COMO_090623,Comanche Outflow,6-Sep-23,DUPLICATE,,,,,,,8.88,10.71,3.55,3.05,0.4,7.02,266.07,30.94,1.81,0.07,0.46,0.63,3.44,0.04,0.32,0.41,0,1.19
FCW 2496,HORR,HORR_090623,Hourglass Reservoir,6-Sep-23,NORM,,,,,,,2.77,2.75,9.64,3.21,0.12,7.03,193.41,22.74,1.14,0.02,0.42,0.5,2.8,0.04,0.3,0.08,0,1.14
FCW 2497,HORO,HORO_090623,Hourglass Outflow,6-Sep-23,NORM,,,,,,,6.43,6.67,13.69,3.35,0.14,7.02,191.18,22.39,1.16,0.03,0.43,0.49,2.66,0.04,0.31,0.08,0,1.14
FCW 2498,BEAV,BEAV_090623,Beaver ,6-Sep-23,NORM,,,,,,,4.55,3.33,7.51,2.89,0.12,7.09,214.87,26.37,1.5,0.01,0.49,0.59,2.94,0.07,0.35,0.05,0,1.24
FCW 2499,SFM,SFM_090623,Poudre South Fork ,6-Sep-23,NORM,,,,,,,3.88,4.53,4.89,3.41,0.17,6.98,280.37,32.28,1.87,0.02,0.53,0.82,3.91,0.02,0.46,0.1,0,1.7
FCW 2500,CHD,CHD_090723,Chambers Outflow,7-Sep-23,NORM,,,,,,,2.92,2.73,0.73,2.51,0.31,7.21,346.11,39.19,1.3,0.02,0.65,0.85,5.42,0.03,0.48,0.02,0,2.35
FCW 2501,JWC,JWC_090723,JWC-Joe Wright @ Aspen Glen Campground,7-Sep-23,NORM,,,,,,,3.22,2.59,1.08,2.37,0.15,7.13,410.93,42.93,1.35,0.03,0.73,0.89,5.02,0.03,0.5,0.04,0,2.44
FCW 2502,PJW,PJW_090723,Poudre Above Joe Wright,7-Sep-23,NORM,,,,,,,1,0.67,0.83,3.7,0.3,7.05,263.5,41.33,1.32,0.01,0.69,0.89,5.41,0.02,0.26,0.49,0,5.81
FCW 2503,PFAL,PFAL_090723,Poudre below Poudre Falls,7-Sep-23,NORM,,,,,,,0.81,2.18,0.93,2.91,0.19,6.91,286.91,40.27,1.24,0.01,0.64,0.8,5.19,0.02,0.37,0.26,0,4.08
FCW 2504,PBR,PBR_090723,Poudre Below Rustic,7-Sep-23,NORM,,,,,,,5.31,5.56,1.02,2.9,0.24,7.14,357.62,46.33,1.62,0.03,0.74,1,5.85,0.02,0.63,0.17,0,3.9
FCW 2505,PSF,PSF_090723,Poudre Below S. Fork,7-Sep-23,NORM,,,,,,,8.12,11.48,1.54,2.74,0.19,7.25,375.84,47.2,1.73,0.04,0.71,1.03,5.64,0.03,0.67,0.08,0,3.7
FCW 2506,PNF,PNF_090723,Poudre Above North Fork,7-Sep-23,NORM,,,,,,,9.61,11.3,1.27,2.85,0.23,7.27,392.49,51.3,1.95,0.05,0.75,1.11,6.02,0.03,0.99,0.02,0,4.8
FCW 2507,PNF,PNF_090723,Poudre Above North Fork,7-Sep-23,BLANK,,,,,,,0.05,0.04,0,0.05,0.01,5.05,6.62,3.78,0.04,0.01,0.02,0.04,0.06,0.01,0.06,0,0,0.03
FCW 2508,PBD,PBD_090723,Poudre at Bellvue Diversion,7-Sep-23,NORM,,,,,,,11.46,16.4,1.26,3.41,0.21,7.26,510.17,67.67,2.61,0.05,0.83,1.44,8.12,0.02,2.59,0.03,0,3.76
FCW 2584,BEAV,BEAV_091923,Beaver ,19-Sep-23,NORM,,,,,,,3.73,2.3,,2.39,0.05,6.87,406.28,45.76,2.91,0,0.37,1.19,4.77,0.04,0.54,0.1,0,2.24
FCW 2593,JOEI,JOEI_092123,Joe Wright Inlet,21-Sep-23,NORM,,,,,,,0.37,0.3,0.25,0.13,0.2,7.23,492.11,71.44,3.62,0,0.74,2.02,8.52,0.02,1.16,0.67,0,8.01
FCW 2594,JOER,JOER_092123,Joe Wright Reservoir,21-Sep-23,NORM,,,,,,,2.02,1.45,2.74,2.12,0.17,7.25,368.82,49.25,1.71,0.02,0.35,1.46,7.07,0.12,0.61,0.04,0,3.95
FCW 2595,CBRI,CBRI_092123,Chambers Inlet,21-Sep-23,NORM,,,,,,,0.88,1.11,0.82,2.34,0.14,7.15,397.28,52.85,1.95,0,0.45,1.39,6.89,0.03,0.77,0.04,0.02,2.93
FCW 2596,BMD,BMD_092123,Barnes Meadow Outflow,21-Sep-23,NORM,,,,,,,6.81,6.4,0.96,6.66,0.6,7.25,619.46,74.77,2.74,0.4,1.03,1.48,10.67,0.04,1.58,0.06,0,3.36
FCW 2597,BRNR,BRNR_092123,Barnes Meadow Reservoir,21-Sep-23,NORM,,,,,,,2.59,2.73,7.05,7.2,0.3,7.53,562.75,69.72,3.72,0.03,0.67,1.87,7.67,0.06,1.24,0.35,0,3.76
FCW 2598,CBRR,CBRR_092123,Chambers Reservoir,21-Sep-23,NORM,,,,,,,0.87,1.85,1.36,2.29,0.06,7.18,367.52,43.56,1.57,0,0.69,0.97,6.01,0.02,0.62,0.05,0,3.12
FCW 2599,CHD,CHD_092123,Chambers Outflow,21-Sep-23,NORM,,,,,,,0.48,0.56,1.76,2.11,0.05,7.15,390.92,46.47,1.52,0.01,0.61,1.09,6.71,0.03,0.61,0.06,0,2.1
FCW 2600,JWC,JWC_092123,JWC-Joe Wright @ Aspen Glen Campground,21-Sep-23,NORM,,,,,,,0.35,0.73,1.54,2.26,0.17,7.26,413.56,47.99,1.51,0,0.22,0.85,6.25,0.04,0.89,0.06,0,2.68
FCW 2601,PBR,PBR_092123,Poudre Below Rustic,21-Sep-23,NORM,,,,,,,2.48,1.48,0.79,1.79,0.1,7.32,533.52,58.9,2.01,0.01,0.7,1.46,6.78,0.05,1.02,0.14,0.02,3.83
FCW 2602,PNF,PNF_092123,Poudre Above North Fork,21-Sep-23,NORM,,,,,,,3.22,2.41,0.35,2.13,0.12,7.48,545.09,57.85,2.1,0,0.63,1.38,7.15,0.02,1.06,0.03,0,4.24
FCW 2638,BEAV,BEAV_100323,Beaver,3-Oct-23,NORM,,,,,,,1.9,2.18,,1.96,0.13,6.95,354.98,39.53,2.59,0,0.38,1.08,4.5,0.04,0.62,0.16,0,1.9
FCW 2647,JOEI,JOEI_100523,Joe Wright Inlet,5-Oct-23,NORM,,,,,,,0.14,0.92,0.26,0.26,0.2,7.49,590,84.24,2.55,0.01,0.34,2.1,10.75,0.02,0.99,0.68,0,9.06
FCW 2648,JOER,JOER_100523,Joe Wright Reservoir,5-Oct-23,NORM,,,,,,,3.99,6.52,2.43,2.32,0.06,7.29,414.01,53.88,2,0.01,0.33,1.44,7.22,0.11,0.85,0.04,0,3.91
FCW 2649,CBRI,CBRI_100523,Chambers Inlet,5-Oct-23,NORM,,,,,,,1.57,1.8,1.99,1.85,0.16,7.24,409.02,53.49,2.04,0.01,0.68,1.45,7.28,0.02,0.78,0.06,0,3.83
FCW 2650,BMD,BMD_100523,Barnes Meadow Outflow,5-Oct-23,NORM,,,,,,,4.87,3.08,2.72,6.88,0.27,7.46,597.26,77.9,2.86,0.19,0.77,1.43,9.97,0.05,1.43,0.11,0,4.39
FCW 2651,BRNR,BRNR_100523,Barnes Meadow Reservoir,5-Oct-23,NORM,,,,,,,4.17,2.73,2.35,7.12,0.33,7.61,593.32,73.31,2.98,0.05,0.84,1.42,10,0.06,1.59,0.42,0,4.32
FCW 2652,CBRR,CBRR_100523,Chambers Reservoir,5-Oct-23,NORM,,,,,,,0.83,1.67,1.48,2.44,0.07,7.32,439.9,51.68,2.06,0,0.72,1.24,7.17,0.03,0.86,0.04,0,2.82
FCW 2653,CBRR,CBRR_100523,Chambers Reservoir,5-Oct-23,DUPLICATE,,,,,,,0.66,1.48,1.49,2.29,0.09,7.37,440.79,51.06,2.05,0,0.7,1.22,6.99,0.03,0.92,0.04,0,2.8
FCW 2654,CHD,CHD_100523,Chambers Outflow,5-Oct-23,NORM,,,,,,,0.36,1.11,1.57,2.34,0.02,7.37,432.75,50.87,1.98,0.01,0.41,1.27,7.17,0.04,0.74,0.04,0,2.84
FCW 2655,JWC,JWC_100523,JWC-Joe Wright @ Aspen Glen Campground,5-Oct-23,NORM,,,,,,,0.41,0.19,1.53,2.15,0.14,7.31,415.53,51.33,2.17,0,0.45,1.27,7.24,0.04,1,0.01,0,2.82
FCW 2656,JWC,JWC_100523,JWC-Joe Wright @ Aspen Glen Campground,5-Oct-23,BLANK,,,,,,,,,0.03,0.07,0.01,5.51,6.14,1.52,0.01,0,0.01,0.01,0.03,0.01,0.02,0.01,0,0.01
FCW 2657,PBR,PBR_100523,Poudre Below Rustic,5-Oct-23,NORM,,,,,,,0.67,0.94,0.63,1.46,0.1,7.52,600.99,75,3.23,0,0.71,2.02,8.59,0.02,1.65,0.12,0,3.84
FCW 2658,PNF,PNF_100523,Poudre Above North Fork,5-Oct-23,NORM,,,,,,,0.86,0.57,0.36,1.89,0.12,7.52,503.79,66.89,3.24,0,0.58,1.91,8.36,0.01,1.76,0.03,0,3.6
FCW 2660,JOEI,JOEI_101023,Joe Wright Inlet,10-Oct-23,NORM,,,,,,,0.15,0.37,0.26,0.34,0.19,7.17,542.07,83.58,2.63,0.01,0.34,2.09,10.37,0.06,1.07,0.71,0,9.19
FCW 2661,CBRI,CBRI_101023,Chambers Inlet,10-Oct-23,NORM,,,,,,,2.08,2.64,3.12,1.91,0.23,7.29,445.95,52.9,1.85,0.01,0.74,1.47,7.3,0.04,0.7,0.08,0,3.84
FCW 2662,CHD,CHD_101023,Chambers Outflow,10-Oct-23,NORM,,,,,,,0.92,1.32,2.26,1.93,0.03,7.18,460.75,53.07,1.95,0.01,0.38,1.28,7.09,0.03,0.78,0.04,0,2.83
FCW 2663,JWC,JWC_101023,JWC-Joe Wright @ Aspen Glen Campground,10-Oct-23,NORM,,,,,,,0.51,0.19,2.19,2.23,0.14,7.2,456.91,53.98,2.03,0.01,0.39,1.29,7.3,0.04,0.83,0.05,0,2.85
FCW 2664,LNGR,LNGR_101623,Long Draw Reservoir,16-Oct-23,NORM,,,,,,,0.61,1.76,3.92,1.64,0.14,7.26,351.49,59.83,1.51,0.02,0.44,1.42,8.5,0.08,0.19,0.09,0,9.22
FCW 2665,LNGO,LNGO_101623,Long Draw Outlet,16-Oct-23,NORM,,,,,,,7.45,16.59,4.3,2.32,0.09,7.25,523.46,72.77,1.63,0.01,0.45,1.5,10.46,0.15,0.17,0.15,0,9.55
FCW 2666,PTRO,PTRO_101623,Peterson Outlet,16-Oct-23,NORM,,,,,,,9.4,7.04,2.4,3.79,0.14,7.22,330.96,46.96,2.88,0.01,0.86,0.82,5.63,0.04,1.38,0.06,0,2.07
FCW 2667,PTRR,PTRR_101623,Peterson Reservoir,16-Oct-23,NORM,,,,,,,5.41,5.09,3.06,6.26,0.26,7.07,261.97,36.36,1.95,0.01,0.6,0.66,4.79,0.04,0.67,0.37,0,1.88
FCW 2668,JOEI,JOEI_101623,Joe Wright Inlet,16-Oct-23,NORM,,,,,,,0.29,0.93,0.31,0.52,0.16,7.18,559.4,82.97,2.79,0,0.45,2.14,10.43,0.04,1.45,0.65,0,9.04
FCW 2669,JOER,JOER_101623,Joe Wright Reservoir,16-Oct-23,NORM,,,,,,,2.89,3.15,2.65,2.07,0.09,7.12,410.1,53.39,1.87,0.01,0.31,1.45,7.24,0.1,0.68,0.04,0,3.89
FCW 2670,JOER,JOER_101623,Joe Wright Reservoir,16-Oct-23,BLANK,,,,,,,0.1,0.08,0.01,0.07,0.02,5.4,6.26,1.94,0.01,0,0.01,0.01,0.04,0.01,0.02,0,0,0.01
FCW 2671,CBRI,CBRI_101623,Chambers Inlet,16-Oct-23,NORM,,,,,,,1.67,1.35,1.22,1.49,0.14,7.37,408.34,55.57,2.1,0.01,0.85,1.49,7.4,0.03,0.89,0.1,0,3.9
FCW 2672,CBRI,CBRI_101623,Chambers Inlet,16-Oct-23,DUPLICATE,,,,,,,1.05,1.32,1.07,1.57,0.14,7.36,415.67,56.67,2.14,0.01,0.8,1.45,7.52,0.03,0.93,0.12,0,3.89
FCW 2673,BMD,BMD_101623,Barnes Meadow Outflow,16-Oct-23,NORM,,,,,,,5.99,3.33,9.11,6.82,0.49,7.46,549.48,75.48,3.01,0.26,0.87,1.49,10.85,0.04,1.53,0.18,0,4.45
FCW 2674,BRNR,BRNR_101623,Barnes Meadow Reservoir,16-Oct-23,NORM,,,,,,,3.15,2.78,4.75,7.1,0.3,7.48,591.55,77.38,2.78,0.06,0.88,1.59,10.29,0.05,1.6,0.39,0,4.45
FCW 2675,CBRR,CBRR_101623,Chambers Reservoir,16-Oct-23,NORM,,,,,,,1.9,1.32,3.01,2.43,0.05,7.38,484.86,56.23,1.98,0.01,0.79,1.29,7.89,0.04,0.89,0.03,0,3
FCW 2676,CHD,CHD_101623,Chambers Outflow,16-Oct-23,NORM,,,,,,,1.46,1.87,2.88,2.39,0.04,7.18,481.59,56.44,2.09,0.01,0.45,1.34,7.23,0.02,0.8,0.07,0,2.89
FCW 2677,COMI,COMI_102423,Comanche Inflow,24-Oct-23,NORM,,,,,,,0.16,0.37,0.41,1.64,0.52,5.9,189.31,27.68,1.62,0.01,0.39,0.64,3.09,0.03,0.29,0.74,0,1.39
FCW 2678,COMR,COMR_102423,Comanche Reservoir,24-Oct-23,NORM,,,,,,,1.46,1.13,0.86,1.87,0.19,6.95,262.52,33.77,1.9,0.02,0.51,0.78,4,0.03,0.43,0.23,0,1.55
FCW 2679,HORI,HORI_102423,Hourglass Inflow,24-Oct-23,NORM,,,,,,,0.59,0.56,0.99,1.28,0.22,6.78,173.6,22.85,1.41,0.01,0.38,0.5,2.45,0.03,0.23,0.44,0,1.45
FCW 2680,COMO,COMO_102423,Comanche Outflow,24-Oct-23,NORM,,,,,,,1.56,0.75,1.43,2.07,0.14,6.79,250.27,31.02,1.96,0.04,0.53,0.74,3.61,0.02,0.4,0.25,0,1.79
FCW 2681,HORR,HORR_102423,Hourglass Reservoir,24-Oct-23,NORM,,,,,,,1.92,2.19,9.61,2.5,0.12,6.93,259.47,30,1.44,0.03,0.48,0.76,3.21,0.02,0.45,0.08,0,1.9
FCW 2682,HORO,HORO_102423,Hourglass Outflow,24-Oct-23,NORM,,,,,,,2.84,3.2,10.8,2.53,0.05,6.69,219,26.71,1.29,0.03,0.48,0.67,2.89,0.03,0.29,0.06,0,1.45
FCW 2683,HORO,HORO_102423,Hourglass Outflow,24-Oct-23,DUPLICATE,,,,,,,3.09,2.99,9.4,2.36,0.06,6.7,229.25,26.92,1.33,0.03,0.51,0.68,2.85,0.03,0.28,0.05,0,1.45
FCW 2684,BEAV,BEAV_102423,Beaver,24-Oct-23,NORM,,,,,,,0.96,1.18,1.84,1.83,0.21,7.1,379.2,46.96,3,0.01,0.49,1.38,4.88,0.04,0.79,0.19,0,2.4
FCW 2685,SFM,SFM_102423,Poudre South Fork,24-Oct-23,NORM,,,,,,,0.69,1,0.92,1.79,0.14,6.88,359.51,44.67,2.1,0.02,0.6,1.22,4.73,0.02,0.51,0.14,0,2.31
FCW 2686,CBRI,CBRI_102723,Chambers Inlet,27-Oct-23,NORM,,,,,,,0.32,0.33,1.1,1.62,0.11,7.12,473.49,59.79,2.17,0.01,0.88,1.5,7.51,0.03,0.89,0.08,0,4
FCW 2687,CHD,CHD_102723,Chambers Outflow,27-Oct-23,NORM,,,,,,,1.77,0.97,4.11,2.76,0.04,7.04,467.18,56.92,1.95,0.02,0.51,1.29,7.3,0.03,0.9,0.05,0,2.96
FCW 2688,JWC,JWC_102723,JWC-Joe Wright @ Aspen Glen Campground,27-Oct-23,NORM,,,,,,,0.96,0.7,2.14,2.51,0.15,7.12,445.51,56.64,2.49,0.01,0.41,1.29,7.31,0.04,1.13,0.13,0,3.15
FCW 2689,PJW,PJW_102723,Poudre Above Joe Wright,27-Oct-23,NORM,,,,,,,0.19,0.24,0.55,1.78,0.2,7.3,407.71,50.5,2.88,0,0.37,1.19,5.48,0.13,0.76,0.64,0,2.94
FCW 2690,PBR,PBR_102723,Poudre Below Rustic,27-Oct-23,NORM,,,,,,,0.45,0.6,0.64,1.77,0.04,7.45,695.77,83.32,4.09,0.01,0.8,2.36,9.24,0.02,1.82,0.15,0,4.33
FCW 2691,PSF,PSF_102723,Poudre Below S. Fork,27-Oct-23,NORM,,,,,,,0.42,0.88,0.7,1.59,0.11,7.46,562.14,70.26,3.18,0.01,0.65,1.89,8.77,0.04,1.67,0.07,0,4.07
FCW 2692,PNF,PNF_102723,Poudre Above North Fork,27-Oct-23,NORM,,,,,,,1.07,1.09,0.61,2.11,0.1,7.75,757.63,85.13,4.88,0.02,0.72,2.38,9.66,0.02,2.6,0.02,0,4.32
FCW 2743,SFM,SFM_111723,Poudre South Fork,17-Nov-23,NORM,,,,,,,1.42,0.9,0.45,2.31,0.28,7.11,391.2,53.6,2.56,0.02,0.68,1.31,6,0.02,0.67,0.82,0,2.89
FCW 2532,lincoln,Lincoln_091123,Poudre at Lincoln,11-Sep-23,NORM,,,13:00,,,,2.35,2.8,1.55,3.28,0.43,8.07,1949.37,286.61,14.36,0.02,1.37,14.4,19.94,0.09,20.38,1.22,0,12.33
FCW 2533,timberline,Timberline_091123,Poudre at Timberline,11-Sep-23,NORM,,,13:45,,,,2.57,3.92,1.21,3.54,0.61,8.17,3752.36,416.69,11.54,0.03,1.69,7.94,33.56,0.21,17.61,0.83,0,45.45
FCW 2534,prospect,Prospect_091123,Poudre at Prospect ,11-Sep-23,NORM,,,14:45,,,,7.44,5.15,1.46,3.53,0.53,8.21,1635.45,321.56,12.16,0.08,1.45,8.82,36.52,0.28,12.31,0.65,0,45.16
FCW 2535,boxcreek,Boxcreek_091123,Boxelder Creek above Sanitation District,11-Sep-23,NORM,,,15:20,,,,9.36,10.82,1.7,3.24,4.26,8.51,8203.89,2290.1,99.04,0.07,4.73,77.08,233.38,0.9,48,12.81,0,588.48
FCW 2536,archery,ARCH_091922,Poudre at Archery Range,11-Sep-23,NORM,,,16:00,,,,4.16,4.79,2.07,3.77,0.74,8.44,1689.36,561.13,20.68,0,1.95,17.88,60.34,0.34,19.81,1.2,0,117.43
FCW 2603,PBD,PBD_092123,Poudre at Bellvue Diversion,21-Sep-23,NORM,,,15:45,,,,1.65,1.58,0.69,2.93,0.09,7.63,866.85,115.25,3.94,0,0.78,2.8,17.34,0.01,3.2,0.03,0,4.93
FCW 2604,PBD,PBD_092123,Poudre at Bellvue Diversion,21-Sep-23,DUPLICATE,,,15:45,,,,1.65,1.61,0.75,3.09,0.1,7.69,681.9,111.56,3.82,0.07,0.81,2.76,17.18,0.01,3.21,0.03,0,4.68
FCW 2611,lincoln,Lincoln_092923,Poudre at Lincoln,29-Sep-23,NORM,,,11:38,,437.7,17.5,10.25,10.7,1.06,3.13,0.42,8.29,2605.39,477.48,18.48,0.01,2.28,13.86,53.2,0.31,21.21,1.22,0,53.16
FCW 2612,timberline,Timberline_092923,Poudre at Timberline,29-Sep-23,NORM,,,12:24,,859.8,18.5,27.83,28.3,6.22,4.63,1.1,8.54,3410.97,870.9,45.38,0.08,3.66,30.54,98.26,0.45,21.31,4.16,0,133.82
FCW 2613,prospect,Prospect_092923,Poudre at Prospect ,29-Sep-23,NORM,,,15:15,,805,20.8,23.81,22.2,4.46,4.18,0.91,8.17,4266.81,952.2,43.56,0.11,3.44,30.42,94.3,0.46,19.88,2.84,0,205.61
FCW 2614,archery,ARCH_092923,Poudre at Archery Range,29-Sep-23,NORM,,,15:55,,1461,19.4,61.83,60.8,2.46,5.09,1.53,8.48,3876.69,1844.71,92.68,0.2,5.64,67.7,159.78,0.69,43.73,5.79,0,478.62
FCW 2615,boxcreek,BoxCreek_092923,Boxelder Creek above Sanitation District,29-Sep-23,NORM,,,16:35,,2165,17.1,97.32,95.7,2.16,5.46,2.99,8.48,5176.9,2452.41,144.31,0.18,6.81,123.74,229.86,0.63,49.1,12.22,0,555.78
FCW 2616,lincoln,Lincoln_100323,Poudre at Lincoln,3-Oct-23,NORM,,,7:10,,455,14.4,10.68,12.8,1.41,7.63,0.43,7.84,2941.3,551.28,17.88,0.03,3.15,17.3,61.18,0.34,30.51,0.99,0,54.68
FCW 2617,timberline,Timberline_100323,Poudre at Timberline,3-Oct-23,NORM,,,7:45,,804.5,15.6,9.8,11.33,4.78,6.7,1.22,8.32,2946.85,913.4,41.88,0.15,4.08,28.76,93.14,0.4,35.06,4.36,0,173.39
FCW 2618,timberline,Timberline_100323,Poudre at Timberline,3-Oct-23,DUPLICATE,,,7:45,,804.5,15.6,10.21,11.89,4.85,6.88,1.29,8.23,2890.92,922.41,42.26,0.11,4.01,28.82,93.94,0.39,35.72,4.32,0,185.05
FCW 2619,prospect,Prospect_100323,Poudre at Prospect ,3-Oct-23,NORM,,,8:00,,781.26,15.53,5.87,7.45,4.49,7.04,1.02,8.03,4091.76,901.4,39.66,0.1,3.65,27.52,91.9,0.4,41.69,3.91,0,171.98
FCW 2620,archery,ARCH_100323,Poudre at Archery Range,3-Oct-23,NORM,,,8:15,,1205.4,15.17,5.28,14.15,4.68,4.98,1.63,8.24,3811.13,1438.71,70.58,0.35,4.78,52.28,134.7,0.6,46.64,5.23,0,364.58
FCW 2621,boxcreek,BoxCreek_100323,Boxelder Creek above Sanitation District,3-Oct-23,NORM,,,8:30,,,,16.57,23.7,2.57,5.7,3.34,8.33,6118.72,3024.8,152.34,0.34,7.59,137.16,251.22,0.66,53.52,13.26,0,819.41
FCW 2659,PBD,PBD_100523,Poudre at Bellvue Diversion,5-Oct-23,NORM,,,16:00,,,,0.53,0.47,1.33,2.9,0.05,7.47,949.87,121.41,5.35,0,0.77,3.27,14.69,0.03,4.21,0.06,0,4.4
FCW 2693,PBD,PBD_102723,Poudre at Bellvue Diversion,27-Oct-23,NORM,,,13:50,9.26,154,5.9,0.4,0.49,2.73,2.88,0.03,7.21,890.18,117.62,4.89,0.01,0.96,3.34,14.21,0.04,4.21,0.01,0,5.16
FCW 2710,PBD,PBD_110223,Poudre at Bellvue Diversion,2-Nov-23,NORM,,,14:35,9.46,106.1,4.9,0.4,0.78,0.56,2.67,0.06,7.56,857.71,112.73,4.68,0.01,0.78,3.41,14.04,0.02,4.2,0.23,0,5.07
FCW 2711,lincoln,lincoln_110223,Poudre at Lincoln,2-Nov-23,NORM,,,15:36,9.95,223.9,7.6,0.59,0.73,4.74,2,0.15,8.26,2359.01,345.13,12.46,0.03,1,13.76,34.1,0.21,16.64,0.37,0,23.78
FCW 2712,timberline,timberline_110223,Poudre at Timberline,2-Nov-23,NORM,,,16:20,9.58,391.7,8.8,3.49,7.2,5.41,4.59,1.36,8.33,2764.67,953.75,45.2,0.18,2.89,23.34,107.8,0.29,46.55,4.26,0,184.81
FCW 2713,archery,archery_110223,Poudre at Archery Range,2-Nov-23,NORM,,,17:16,9.14,970.8,9.9,1.32,6.64,4.81,3.59,1.36,8.29,3929.48,1128.19,54.48,0,3.71,37.4,121.82,0.46,51.33,5.01,0,241.27
FCW 2714,boxcreek,boxcreek_110223,Boxelder Creek above Sanitation District,2-Nov-23,NORM,,,17:47,7.73,2178,11.5,15.64,15.12,3.06,3.59,4.42,8.31,12396.88,2957.11,169.58,0.01,5.96,118.7,266.8,0.73,53.05,16.92,0,665.91
FCW 2715,prospect,prospect_110223,Poudre at Prospect,2-Nov-23,NORM,,,18:25,,371.2,8.5,4.91,5.48,4.35,2.57,1.41,8.35,341,585.37,15.2,0.01,1.75,13.58,57.48,0.26,38.62,3.26,0,153.35
FCW 2716,PBD,PBD_110723,Poudre at Bellvue Diversion,7-Nov-23,NORM,,,7:59,9.21,101.4,4.9,1.1081,0.29,0.47,3.81,0.11,7.68,842.67,115.94,4.58,0.03,1.09,3.3,17.46,0.02,3.79,0.25,0,5.29
FCW 2717,lincoln,lincoln_110723,Poudre at Lincoln,7-Nov-23,NORM,,,8:43,9.15,315.2,6.7,0.52,0.58,1.13,4.36,0.25,7.97,2205.84,375.07,14.64,0.05,1.41,13.56,42.3,0.23,13.65,0.49,0,33.75
FCW 2718,timberline,timberline_110723,Poudre at Timberline,7-Nov-23,NORM,,,9:08,8.58,757.2,8.4,5.92,3.56,2.8,4.77,1.41,8.15,2740.19,1001.44,42.26,0.11,3.01,29.58,115.5,0.34,51.08,3.82,0.44,182.24
FCW 2719,prospect,prospect_110723,Poudre at Prospect,7-Nov-23,NORM,,,9:41,10.4,805.1,8.7,2.46,2.45,3.19,5.23,2.24,8.34,24544.84,4769.45,188.61,0.11,3.09,198.86,482.2,0.37,88.34,3.35,0.84,974.24
FCW 2720,boxcreek,boxcreek_110723,Boxelder Creek above Sanitation District,7-Nov-23,NORM,,,10:07,10.06,2065,10.3,2.05,6.21,2.55,4.94,8.38,8.31,5309.63,1478.5,52.02,0.11,5.29,40.9,147.44,0.69,50.42,33.34,0,284.17
FCW 2721,boxelder,boxelder_110723,Poudre at Boxelder Sanitation (Above Boxelder Creek0,7-Nov-23,NORM,,,10:29,9.22,1044,9.2,2.77,1.84,1.5,5.95,0.72,8.3,4212.7,1284.39,50.32,0.13,3.38,39.48,141.9,0.42,48.91,2.67,0,276.02
FCW 2722,archery,archery_110723,Poudre at Archery Range,7-Nov-23,NORM,,,11:53,9.07,1164,11.1,4.43,7.18,1.82,5.52,1.54,8.26,3870.75,1495.38,67.86,0.14,5.01,51.82,164.24,0.57,50.84,4.39,0,359.79
FCW 2723,PBD,PBD_110923,Poudre at Bellvue Diversion,9-Nov-23,NORM,,,14:26,9.53,94.29,5.4,0.52,0.5,0.38,3.74,0.1,8.13,959.97,125.68,3.92,0.01,0.99,3.1,18.8,0.02,3.3,0.26,0,4.66
FCW 2724,lincoln,lincoln_110923,Poudre at Lincoln,9-Nov-23,NORM,,,15:06,9.31,312.4,7.1,0.58,0.97,1.51,4.5,0.32,8.13,2904.74,392.26,10.44,0.02,1.67,11.16,51.18,0.23,14.09,0.97,0,34.65
FCW 2725,timberline,timberline_110923,Poudre at Timberline,9-Nov-23,NORM,,,15:25,9.73,754.2,8.7,3.38,2.75,2.24,3.9,1.39,8.3,2912.82,954.01,34.8,0.15,3.04,26.28,108.66,0.32,39.04,3.46,0.43,196.51
FCW 2726,prospect,prospect_110923,Poudre at Prospect,9-Nov-23,NORM,,,15:57,10.65,798.9,8.9,0.88,2.09,2.95,4.32,1.78,8.17,1055.17,935.17,39.3,0.31,3.13,29.02,114.46,0.41,48.75,3.23,0.39,181.47
FCW 2727,boxcreek,boxcreek_110923,Boxelder Creek above Sanitation District,9-Nov-23,NORM,,,16:16,8.22,1602,10.7,18.45,26.91,1.14,4.04,3.45,8.2,4110.73,1828.04,90.16,0.11,4.26,74.8,193.84,0.68,39.3,11.28,0,488.37
FCW 2728,archery,archery_110923,Poudre at Archery Range,9-Nov-23,NORM,,,16:44,9.56,1196,9.8,3.75,3.96,1.55,4.93,1.74,8.17,3759.19,1507.3,66.28,0.08,4.58,50.66,161.1,0.52,50.5,4.11,0,352.2
FCW 2729,PBD,PBD_111423,Poudre at Bellvue Diversion,14-Nov-23,NORM,,,7:09,9.92,99.61,2.1,0.47,0.8,0.39,3.91,0.19,8,951.36,126.03,4,0.03,0.98,3.2,19.08,0.02,3.35,0.61,0,4.83
